id,perturbation_type,original_answer,perturbed_answer,original_pred,perturbed_pred,original_correct,perturbed_correct,consistent,pdr
194,integer-decimal-fraction conversion,26,26,26,26,True,True,True,0
202,integer-decimal-fraction conversion,2,2,2,2,True,True,True,0
210,integer-decimal-fraction conversion,243,244.5,243,244,True,False,False,1
218,integer-decimal-fraction conversion,16,18,16,18,True,True,False,0
226,integer-decimal-fraction conversion,25,24,25,24,True,True,False,0
234,integer-decimal-fraction conversion,104,106,104,106,True,True,False,0
242,integer-decimal-fraction conversion,109,109,109,109,True,True,True,0
250,integer-decimal-fraction conversion,80,80,86.67,94,False,False,False,0
258,integer-decimal-fraction conversion,35,35,35,35,True,True,True,0
266,integer-decimal-fraction conversion,70,70,70,30,True,False,False,1
274,integer-decimal-fraction conversion,23,23,23,23,True,True,True,0
282,integer-decimal-fraction conversion,9,9,9,9,True,True,True,0
290,integer-decimal-fraction conversion,75,82.5,75,82.50,True,True,False,0
298,integer-decimal-fraction conversion,2,2,7,1,False,False,False,0
306,integer-decimal-fraction conversion,10,10.5,13.33333333333333,9,False,False,False,0
314,integer-decimal-fraction conversion,18,20.8,48,93.6,False,False,False,0
322,integer-decimal-fraction conversion,8,12,8,12,True,True,False,0
330,integer-decimal-fraction conversion,200,400,200,400,True,True,False,0
338,integer-decimal-fraction conversion,26,26,26,26,True,True,True,0
346,integer-decimal-fraction conversion,48,48,48,240,True,False,False,1
354,integer-decimal-fraction conversion,20,29,380,29,False,True,False,-1
362,integer-decimal-fraction conversion,104,117,44,49.5,False,False,False,0
370,integer-decimal-fraction conversion,163,163,163,23,True,False,False,1
378,integer-decimal-fraction conversion,800,800,700,800,False,True,False,-1
386,integer-decimal-fraction conversion,8,9,8,9,True,True,False,0
394,integer-decimal-fraction conversion,30,30,30,30,True,True,True,0
3,adding operation,18,14,18,14,True,True,False,0
11,adding operation,3,36,3,36,True,True,False,0
19,adding operation,70000,50000,110500,127500,False,False,False,0
27,adding operation,540,660,180,300,False,False,False,0
35,adding operation,20,30,6,10,False,False,False,0
43,adding operation,64,164,64,204,True,False,False,1
51,adding operation,260,255,260,20,True,False,False,1
59,adding operation,160,193.33,100,140,False,False,False,0
67,adding operation,45,85,355,475.5,False,False,False,0
75,adding operation,460,510,460,510,True,True,False,0
83,adding operation,366,429,366,429,True,True,False,0
91,adding operation,694,994,694,994,True,True,False,0
99,adding operation,13,37,12,36,False,False,False,0
107,adding operation,18,24,10,4,False,False,False,0
115,adding operation,60,45,16,20,False,False,False,0
123,adding operation,125,100,221,3014,False,False,False,0
131,adding operation,230,330,230,330,True,True,False,0
139,adding operation,57500,60000,57500,60000,True,True,False,0
147,adding operation,7,9,7,4,True,False,False,1
155,adding operation,6,12,3,12,False,True,False,-1
163,adding operation,15,19,15.67,18.67,False,False,False,0
171,adding operation,14,14,9,7,False,False,False,0
179,adding operation,7,6,7,7,True,False,True,1
187,adding operation,8,14,8,14,True,True,False,0
195,adding operation,26,28,26,26,True,False,True,1
203,adding operation,2,1,2,1,True,True,False,0
211,adding operation,243,233,243,233,True,True,False,0
219,adding operation,16,24,16,16,True,False,True,1
227,adding operation,25,30,25,40,True,False,False,1
235,adding operation,104,69.33,104,69.33,True,True,False,0
243,adding operation,109,109,109,109,True,True,True,0
251,adding operation,80,62,86.67,80,False,False,False,0
259,adding operation,35,42,35,42,True,True,False,0
267,adding operation,70,90,70,90,True,True,False,0
275,adding operation,23,23,23,23,True,True,True,0
283,adding operation,9,27,9,27,True,True,False,0
291,adding operation,75,105,75,87,True,False,False,1
299,adding operation,2,0,7,9,False,False,False,0
307,adding operation,10,7.5,13.33333333333333,12,False,False,False,0
315,adding operation,18,15,48,90,False,False,False,0
323,adding operation,8,9,8,8,True,False,True,1
331,adding operation,200,440,200,440,True,True,False,0
339,adding operation,26,26,26,26,True,True,True,0
347,adding operation,48,36,48,1200,True,False,False,1
355,adding operation,20,18,380,28,False,False,False,0
363,adding operation,104,132,44,132,False,True,False,-1
371,adding operation,163,188,163,222,True,False,False,1
379,adding operation,800,830,700,630,False,False,False,0
387,adding operation,8,20,8,20,True,True,False,0
395,adding operation,30,80,30,80,True,True,False,0
4,reversing operation,18,2,18,2,True,True,False,0
12,reversing operation,3,2,3,2,True,True,False,0
20,reversing operation,70000,150,110500,46.15,False,False,False,0
28,reversing operation,540,60,180,60,False,True,False,-1
36,reversing operation,20,15,6,15,False,True,False,-1
44,reversing operation,64,16,64,12,True,False,False,1
52,reversing operation,260,20,260,20,True,True,False,0
60,reversing operation,160,20,100,7900,False,False,False,0
68,reversing operation,45,80,355,10,False,False,False,0
76,reversing operation,460,45,460,45,True,True,False,0
84,reversing operation,366,60,366,60,True,True,False,0
92,reversing operation,694,3,694,1,True,False,False,1
100,reversing operation,13,1.5,12,1.42,False,False,False,0
108,reversing operation,18,5,10,1,False,False,False,0
116,reversing operation,60,25,80,25,False,True,False,-1
124,reversing operation,125,2.5,221,0.58,False,False,False,0
132,reversing operation,230,150,230,150,True,True,False,0
140,reversing operation,57500,35,57500,12.5,True,False,False,1
148,reversing operation,7,3,7,3,True,True,False,0
156,reversing operation,6,4,3,4,False,True,False,-1
164,reversing operation,15,3/5,15.67,40,False,False,False,0
172,reversing operation,14,31,9,34,False,False,False,0
180,reversing operation,7,2,7,2,True,True,False,0
188,reversing operation,8,2,8,2,True,True,False,0
196,reversing operation,26,19.5,26,6.5,True,False,False,1
204,reversing operation,2,3,2,3,True,True,False,0
212,reversing operation,243,42,243,42,True,True,False,0
220,reversing operation,16,60,16,60,True,True,False,0
228,reversing operation,25,60,25,60,True,True,False,0
236,reversing operation,104,33,104,49.5,True,False,False,1
244,reversing operation,109,162,109,99,True,False,False,1
252,reversing operation,80,80,86.67,60,False,False,False,0
260,reversing operation,35,10,35,10,True,True,False,0
268,reversing operation,70,110,70,110,True,True,False,0
276,reversing operation,23,40,23,20,True,False,False,1
284,reversing operation,9,4,9,2.25,True,False,False,1
292,reversing operation,75,2,75,2,True,True,False,0
300,reversing operation,2,5,7,5,False,True,False,-1
308,reversing operation,10,60,13.33333333333333,60,False,True,False,-1
316,reversing operation,18,6,48,2,False,False,False,0
324,reversing operation,8,1,8,1,True,True,False,0
332,reversing operation,200,1000,200,1400,True,False,False,1
340,reversing operation,26,14,26,14,True,True,False,0
348,reversing operation,48,1800,48,240,True,False,False,1
356,reversing operation,20,2,380,2,False,True,False,-1
364,reversing operation,104,2,44,32.5,False,False,False,0
372,reversing operation,163,80,163,34,True,False,False,1
380,reversing operation,800,50,700,2,False,False,False,0
388,reversing operation,8,6,8,6,True,True,False,0
396,reversing operation,30,15,30,5,True,False,False,1
5,problem understanding,18,18,18,18,True,True,True,0
13,problem understanding,3,3,3,3,True,True,True,0
21,problem understanding,70000,70000,110500,65000,False,False,False,0
29,problem understanding,540,540,180,180,False,False,True,0
37,problem understanding,20,20,6,20,False,True,False,-1
45,problem understanding,64,64,64,64,True,True,True,0
53,problem understanding,260,260,260,260,True,True,True,0
61,problem understanding,160,160,200,60,False,False,False,0
69,problem understanding,45,45,355,315,False,False,False,0
77,problem understanding,460,460,460,460,True,True,True,0
85,problem understanding,366,366,366,366,True,True,True,0
93,problem understanding,694,694,694,694,True,True,True,0
101,problem understanding,13,13,12,12,False,False,True,0
109,problem understanding,18,18,10,18,False,True,False,-1
117,problem understanding,60,60,16,55,False,False,False,0
125,problem understanding,125,125,221,221,False,False,True,0
133,problem understanding,230,230,230,230,True,True,True,0
141,problem understanding,57500,57500,57500,57500,True,True,True,0
149,problem understanding,7,7,7,7,True,True,True,0
157,problem understanding,6,6,3,4,False,False,False,0
165,problem understanding,15,15,15.67,14.67,False,False,False,0
173,problem understanding,14,14,9,36,False,False,False,0
181,problem understanding,7,7,7,7,True,True,True,0
189,problem understanding,8,8,8,8,True,True,True,0
197,problem understanding,26,26,26,26,True,True,True,0
205,problem understanding,2,2,2,2,True,True,True,0
213,problem understanding,243,243,243,243,True,True,True,0
221,problem understanding,16,16,16,16,True,True,True,0
229,problem understanding,25,25,25,35,True,False,False,1
237,problem understanding,104,104,104,94,True,False,False,1
245,problem understanding,109,109,109,73,True,False,False,1
253,problem understanding,80,80,86.67,80,False,True,False,-1
261,problem understanding,35,35,35,35,True,True,True,0
269,problem understanding,70,70,70,70,True,True,True,0
277,problem understanding,23,23,23,23,True,True,True,0
285,problem understanding,9,9,9,9,True,True,True,0
293,problem understanding,75,75,75,75,True,True,True,0
301,problem understanding,2,2,7,2,False,True,False,-1
309,problem understanding,10,10,13.33333333333333,10,False,True,False,-1
317,problem understanding,18,18,48,18,False,True,False,-1
325,problem understanding,8,8,8,8,True,True,True,0
333,problem understanding,200,200,200,200,True,True,True,0
341,problem understanding,26,26,26,26,True,True,True,0
349,problem understanding,48,48,48,240,True,False,False,1
357,problem understanding,20,20,380,200,False,False,False,0
365,problem understanding,104,104,44,92,False,False,False,0
373,problem understanding,163,163,163,163,True,True,True,0
381,problem understanding,800,800,700,800,False,True,False,-1
389,problem understanding,8,8,8,8,True,True,True,0
397,problem understanding,30,30,30,30,True,True,True,0
6,distraction insertion,18,18,18,4,True,False,False,1
14,distraction insertion,3,3,3,9,True,False,False,1
22,distraction insertion,70000,70000,110500,120000,False,False,False,0
30,distraction insertion,540,540,180,1800,False,False,False,0
38,distraction insertion,20,20,6,20,False,True,False,-1
46,distraction insertion,64,64,64,35,True,False,False,1
54,distraction insertion,260,260,260,260,True,True,True,0
62,distraction insertion,160,160,100,161.67,False,False,False,0
70,distraction insertion,45,45,355,4,False,False,False,0
78,distraction insertion,460,460,460,480,True,False,False,1
86,distraction insertion,366,366,366,366,True,True,True,0
94,distraction insertion,694,694,694,694,True,True,True,0
102,distraction insertion,13,13,12,16,False,False,False,0
110,distraction insertion,18,18,10,2.33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,False,False,False,0
118,distraction insertion,60,60,16,480,False,False,False,0
126,distraction insertion,125,125,221,221,False,False,True,0
134,distraction insertion,230,230,230,13.33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,False,False,1
142,distraction insertion,57500,57500,57500,62500,True,False,False,1
150,distraction insertion,7,7,7,21,True,False,False,1
158,distraction insertion,6,6,3,1,False,False,False,0
166,distraction insertion,15,15,15.67,17,False,False,False,0
174,distraction insertion,14,14,9,33,False,False,False,0
182,distraction insertion,7,7,7,24,True,False,False,1
190,distraction insertion,8,8,8,8,True,True,True,0
198,distraction insertion,26,26,26,26,True,True,True,0
206,distraction insertion,2,2,2,2,True,True,True,0
214,distraction insertion,243,243,243,243,True,True,True,0
222,distraction insertion,16,16,16,16,True,True,True,0
230,distraction insertion,25,25,25,25,True,True,True,0
238,distraction insertion,104,104,104,91,True,False,False,1
246,distraction insertion,109,109,109,109,True,True,True,0
254,distraction insertion,80,80,86.67,80,False,True,False,-1
262,distraction insertion,35,35,35,35,True,True,True,0
270,distraction insertion,70,70,70,70,True,True,True,0
278,distraction insertion,23,23,23,23,True,True,True,0
286,distraction insertion,9,9,9,9,True,True,True,0
294,distraction insertion,75,75,75,75,True,True,True,0
302,distraction insertion,2,2,7,42,False,False,False,0
310,distraction insertion,10,10,13.33333333333333,133.33333333333334,False,False,False,0
318,distraction insertion,18,18,48,36,False,False,False,0
326,distraction insertion,8,8,8,16,True,False,False,1
334,distraction insertion,200,200,200,200,True,True,True,0
342,distraction insertion,26,26,26,26,True,True,True,0
350,distraction insertion,48,48,48,18,True,False,False,1
358,distraction insertion,20,20,20,20,True,True,True,0
366,distraction insertion,104,104,44,44,False,False,True,0
374,distraction insertion,163,163,163,155,True,False,False,1
382,distraction insertion,800,800,1400,800,False,True,False,-1
390,distraction insertion,8,8,8,8,True,True,True,0
398,distraction insertion,30,30,30,30,True,True,True,0
